,id,tweet,sentimiento,entidad
139,1595262217095680001,El Refugio de Paty donde me da temporal a Mina  estrellita  Angelo  Yudi  Cloe y Shelby necesita vacunas quíntuples para todos 🥺 en total son 31. Cada quíntuple cuesta $4.50 me las dan a ese precio 😊 en vet cuesta $15c/u total $139.50 esa vacuna les toca cada año. @cantanteioh https://t.co/Dy1h1g68nl,positivo,COVID-19
140,1595261584313573378,@jenarovillamil @lopezobrador_ @Conacyt_MX No estaban también desarrollando la vacuna patria? Mas fracasos de la 4T,negativo,Mexico political figures
141,1595261501320974336,¡Nos escuchamos este próximo jueves 24 de noviembre a las 7 p.m. en “A tu Salud Pública”!  Hablaremos de la temporada estacional de influenza y sobre mitos y realidades de la vacuna contra influenza.  💉 🦠🔬🧫 https://t.co/G9haBRqRGI,negativo,COVID-19
142,1595261280742526976,@mariacrisdu @Trovato0k @aguerosergiokun porque ya su cuerpo esta dañado por la vacuna  y lo que se puso no se lo puede sacar,negativo,COVID-19
143,1595261245904617472,"Un médico australiano puso gotas de la vacuna Pfizer y sangre de pacientes vacunados bajo un microscopio de campo oscuro y filmó ""estructuras metálicas extrañas y extrañas que parecen circuitos y microchips"" que ""parecen responder a campos electromagn https://t.co/rOVXj7NFW1",negativo,Pfizer
144,1595260742176997376,@Strawberrycl311 @YorkOcanto Morirán como todo el mundo  de cualquier cosa  pero no a causa de la vacuna.,negativo,COVID-19
145,1595260714293153793,@Yannis20706671 @radiomitre Yo me vacuné y no me morí  según tu lógica  la vacuna me hizo inmortal,positivo,COVID-19
146,1595260652565692417,@buxtrep @PolloFarsantePe Solo tienes que preguntar qué vacuna tenía y cuantas?,neutral,COVID-19
147,1595260027018907651,@Laura45897894 @gomez_rial5 El 19 de febrero de 1993  nació mi hija y no se aplicó Vacuna Hepatitis B. A los 43 días de vida se le ingresa a sala de lactantes y luego a UCI  con diagnóstico de Bronquiolitis. Egresó a los 7 dias del hospital. Gracias a Dios,positivo,COVID-19
148,1595259820571082754,@saludjalisco cuando sale la vacuna contrata tétano tengo dos años buscándola seguro y centro de salud que no hay cuando tienen una respuesta https://t.co/roRvLoMjH7,negativo,COVID-19
149,1595259686202253313,Mañana me iba a vacunar contra la influenza  después me acordé que tengo el concierto de Nicki Nicole y de Daddy Yankee y cancelé la vacuna: ADULTING SO HARD IN HERE😌💅🏻,negativo,Latin music
150,1595259003625512960,@crebosio95 En África solo se vacuno con esa basura 6 % el COVID desaparecido. Tengo todas las vacunas desde niño pero esa basura del COVID no fue ni será una vacuna. https://t.co/O9RHO9I3jS,negativo,COVID-19
151,1595258838390743040,Vacuna contra viruela del mono ofrece protección del 78% y sólo 14 días después de que se aplicó   https://t.co/IjuO6eRLdE https://t.co/ROTUx1la9f,neutral,COVID-19
152,1595258696233353216,@fargosi Sabe mucho de campo y raza vacuna,neutral,COVID-19
153,1595258516096385024,@jessymora85 @RICARDOJN14 Por otro lado  entonces también deberían prohibir la insulina recombinante y deberían volver a la síntesis antigua de igual manera la vacuna de Pfizer y la de Moderna? Estarías de acuerdo en ello sabiendo que las personas inmunodeprimidas no pueden recibir vacunas de vector viral,positivo,Pfizer
154,1595258094891765762,Hay una vieja enfermedad sin cura  es la locura de pensar en conquistar y no hay vacuna  tampoco hay una para solventar la hambruna  mientras tanto algunas cuentas ya financian un ascensor a la luna. C.,negativo,COVID-19
155,1595257871989899265,@JorgeGCastaneda @JorgeGCastaneda Perdón. Incluyendo la fallida 4 vacuna q m metió amlo xel...,negativo,COVID-19
156,1595257588991549440,Hoy fue día de vacuna apenas estamos llegando a casa. hoy se vendieron 30 boletos y estamos muy agradecidos llevamos 141 boleto porfavor sigue compartiendo ayúdanos a comprar un boletos pedimos de navidad y Año Nuevo el tener La Paz de que las vacunas estén pagadas únete porfavor https://t.co/ocgmUIzy6a https://t.co/BjiEQj4n9c,positivo,COVID-19
157,1595257493021773825,Dos años tarde: Pfizer y Moderna lanzan investigación para determinar vínculos entre la vacuna Covid y la miocarditis - La Derecha Diario https://t.co/M7GC7pXraz,neutral,Pfizer
158,1595257137797767168,@justk4no @NoSoyRyz Ponle vacuna,neutral,COVID-19
159,1595256960894615553,Que le pasa a la gente sera que les esta haciendo efecto la vacuna del covit???  Estan cada dia mas pelotud@s o estudian para ser asi? A ver si se ponen media pila... si no asi van directo a la extincion manga d giles y gilas...,positivo,Animation & comics
160,1595256526993702912,🎯 La vacuna contra la polio y el origen del SIDA... https://t.co/d79lDJFsVK,neutral,COVID-19
161,1595256491694358528,Moderna anuncia demanda contra Pfizer y BioNTech por patente de vacuna COVID-19  https://t.co/8fai0pUvJU,negativo,Pfizer
162,1595256480105521152,Moderna anuncia demanda contra Pfizer y BioNTech por patente de vacuna COVID-19  https://t.co/yah2TJZuOJ,negativo,Pfizer
163,1595256470106669056,Moderna anuncia demanda contra Pfizer y BioNTech por patente de vacuna COVID-19  https://t.co/vhTK4OdkK4,negativo,Pfizer
164,1595256459809460224,Moderna anuncia demanda contra Pfizer y BioNTech por patente de vacuna COVID-19  https://t.co/X9tMX0xpXC,negativo,Pfizer
165,1595256402833903616,@PowerColorao @CarlosC24792918 @leo_poblete @guruchuirer Se te olvido  que contruyeron una Gran REFINERIA en Hidalgo  un tren de Toluca-CD de Mexico  que Compraron Vacuna H1-N1( sin deuda)  que pasaron Reformas solo por su buen servicio a MEXICO  y que los 43 jovenes de la universidad en Guerrero eran unos terroristas y por los mataron,positivo,COVID-19
166,1595256317555650560,@Alejand63363439 @Ivancho_3__ Pues para que enferme y muera! Para eso se vacunan a los bebés  esa es la realidad. Pero ellos creen que la mal llamada vacuna les proporciona super poderes.,positivo,COVID-19
167,1595255992194928640,@Ivancho_3__ Le estuve leyendo su twitter y no se da cuenta que fue por la vacuna,neutral,Twitter
168,1595255777966624769,@GobiernoMX @lopezobrador_ @Conacyt_MX Igual que la vacuna patria?  O los concentradores?  Como les gusta agarrar de ingenuos a sus seguidores.,positivo,Mexico political figures
169,1595255637663006720,@GobiernoMX @lopezobrador_ @Conacyt_MX Y los vetiladores para el covid?  y la vacuna patria?. No sirven para nada.,negativo,Mexico political figures
170,1595255636039720960,Me mame  quién me manda a poner la vacuna del COVID combinada con la de la influenza? https://t.co/PnQz56HYVj,negativo,COVID-19
171,1595255201950072832,Hora agendada para la vacuna 😬 Menos mal que ahora es anual,positivo,COVID-19
172,1595255133411348480,@lecc_07 @IroChaguaPayano @FiscaliaPeru @blogdenotas @CMP_PERU @MaytaTristan @drantonioquispe @santoschilcano @alvarezrodrich La familias dice que fue por mala praxis  no por la vacuna. Fake News,negativo,COVID-19
173,1595254806352113665,@GobiernoMX @lopezobrador_ @Conacyt_MX Que nomás que acaben los ventiladores y la vacuna Patria  empezarán a trabajar en el Glifosato del Bienestar.,neutral,Mexico political figures
174,1595254655407251457,@OPSOMSVenezuela @MinSaludVE @MPPEDUCACION Vacuna? Esto no está en fase experimental? Prohibido en muchos países? No vacunen a sus hijos.....,negativo,Family
175,1595254592337580032,@PatoAlv74508783 @LibertadDoctora te recomiendo la vacuna contra el neumococo en esos casos,positivo,COVID-19
176,1595254549039783937,solo voy por la vacuna,neutral,COVID-19
177,1595254482090311680,@Patticcha @jpcarrion1 @chokosoda @Minsa_Peru ¿Tiene usted las pruebas que no es por la vacuna?,neutral,COVID-19
178,1595254085577764864,@dgsanabria @RevistaSemana La mayoría de vacunas de Duque fueron donadas  si él no hubiera puesto el carnet de vacunación la gente no se vacuna. La viruela del mono no es pandemia  si se gastan millones la gente no se va a vacunar 💁‍♂️ ¿usted se vacunaría?,neutral,COVID-19
179,1595253557242077185,"#Mundo | La #OMS aprobó la vacuna #COVID19 de la compañía china #SINOVAC para su uso en personas mayores de 3 años  ""lo que la convierte en la primera vacuna del mundo en la Lista de uso de emergencia de la OMS que ha sido aprobada para las edades de 3 a 17 años"": empresa https://t.co/CmajUUH3N3",positivo,COVID-19: Latest news updates from around the world
180,1595253497905152005,@nacnac100 @EmergenciasEc @LassoGuillermo Y si nos vacuna Holanda ojalá y el feriado sea bancario,positivo,Events
181,1595253493354348544,@retinamexico Ay que miedo 🫡 como con el Guillain Barre y miles madres más con la vacuna o trombosis 🥲🥲🥲🥲 chillo,negativo,Family
182,1595253023961452549,Tantas pruebas y aún siguen sufriendo las consecuencias los más inocentes: Miocarditis en niños pasó de 4 a 25.000 casos por millón tras la “vacuna” Dr. Peter McCullough  cardiólogo  en Charlie Kirk Show.  Protejamos a los niños 🙏🏻💗👼 https://t.co/2fAEZd3ePv,positivo,COVID-19
183,1595252918281814016,El CEO gringo de la vacuna. 👇 https://t.co/xoAAqLqoPB,neutral,Government institutions
184,1595252760840216577,@murgastorrazza @ChialFelix Mi visión se ha visto muy afectada  pero muy afectada  he esperado 6 meses una máquina para un examen en @CSSPanama y aún sigue en USA  fui por fuera y el médico me dice q necesito urgente una cirugía 😠😠 ¿Fue la maldita vacuna la culpable o el COVID  de mi problema visual? 😠,negativo,COVID-19
185,1595252703680004096,El estres posterior a la vacuna será... https://t.co/cfg68gfA2d,negativo,COVID-19
186,1595252602425442304,Traidores a la infancia dice el gobierno que más ha impactado en la salud de nuestros niños  se acabó el año y muchos peques no recibieron ni la segunda dosis de la vacuna contra el COVID ya ni hablar de medicinas y servicios para ellos,negativo,COVID-19
187,1595252055270211591,Recomiendan aplicarse vacunas actualizadas   Los estadunidenses que se pusieron la vacuna actualizada de refuerzo contra el covid-19 tienen más inmunidad frente a los que no se la pusieron  al menos por ahora  informaron autoridades de  ... - https://t.co/BY04ezW9X9 https://t.co/x4cO1IdmRl,positivo,COVID-19
188,1595252047368142849,@Gabospeed94 @IroChaguaPayano @FiscaliaPeru @blogdenotas @CMP_PERU @MaytaTristan @drantonioquispe @santoschilcano @alvarezrodrich Cagada es lo que la vacuna mortal covid19 hará en tu cuerpo en unos meses más no falta mucho para éso 💉☠️⚰️ https://t.co/tPpHeGm1it,negativo,COVID-19
189,1595251899934167040,@carolinacorcho No es capaz de comprar una vacuna  ahora va poder hacer algo para prevenir o al menos bajar la accidentalidad de tránsito.,negativo,COVID-19
190,1595251818304602114,@LORE_LOR @Aldolr Lore yo me la he puesto cada año y no me ha dado reacción. Solo el dolor del piquete  según la buena o mala mano de quien me ha puesto la vacuna.,negativo,COVID-19
191,1595251646644322305,@GobiernoMX @lopezobrador_ @Conacyt_MX Si sale como los ventiladores o la vacuna patria  ya nos llevó la chingada,negativo,Mexico political figures
192,1595251391341158401,@MalthusGamba @lopezobrador_ 😂🤣😂🤣😂🤣😂🤣😂🤣😂el conacyt de la vacuna patria? De los respiradores que no sirvieron? Los que están acabando con la ciencia neoliberal? 🤣😂🤣😂🤣😂🤣😂,positivo,Mexico political figures
193,1595251349054177281,@PetterOficial13 La vacuna de Vizcarrata,neutral,COVID-19
194,1595251293953486848,Anuncian segunda dosis de vacuna #Covid para menores de 5 y 6 años y menores rezagados de #Ecatepec https://t.co/glY57Ligot https://t.co/9mZA37FWtw,negativo,COVID-19
195,1595251272088707078,@PatoAlv74508783 @LibertadDoctora ya te vacunaste 2 veces y listo... ningun medico exige que tengas mas es inneceario  el de al lado tuyo se va a contagiar igual  con o sin vacuna te guste o no porque no podes controlar eso,positivo,COVID-19
196,1595250419487252480,@SSaludCdMx Muy reducida la vacunación  antes me podía vacunar en cualquier centro de salud. Ahora ni pensarlo  no entro a los grupos de riesgo  no hay vacuna para mi  igual que el año pasado.,negativo,COVID-19
197,1595250093464100865,@Imagen_Mx @TwitterSeguro  revisa el canal anti-vacuna que promueven en Twitter los seguidores de esa pseudo-científica.,positivo,Twitter
198,1595249921535492096,@Iberia Me puedo trepar al avión sin vacuna?,neutral,COVID-19
199,1595249740765171712,"@SaludEdomex ¿cuando comenzarán a aplicar la vacuna para niñas de 11 años contra el papiloma? Pregunté en el Centro de Salud de Los Reyes  me dicen que están ""esperando"" que ustedes lo autoricen....¿Cuánto tiempo debe esperar mi hija y miles más? Es desesperante la preocupación..",negativo,COVID-19
200,1595249601472348161,@BeatrizValleM Cuantos hondureños se vengara con los doctores periodistas y políticos de Honduras  por insistir que se aplicarán ésa mal llamada vacuna del covid que han perdido su salud familiares han muerto  niños están con problemas graves de salud y muertes de ancianos ¿Buscarían venganza? https://t.co/twa4Q3MfGE,negativo,COVID-19
201,1595249579481616385,Me puse la vacuna de la influenza y verdaderamente no siento el brazo:),positivo,COVID-19
202,1595249014932389888,la vacuna que salva vidas!! 🤡 https://t.co/YVOlrENzZm,neutral,COVID-19
203,1595248094861459456,"@Minsa_Peru ¿Y la coacción a la población para que se inoculara ese producto génico sin responsabilidad legal de los laboratorios? ¿Y el forzoso uso de un ridículo carnet de una inútil supuesta vacuna? ¿Y el comercial de ""Desaparece  William""? Cosechan lo que siembran.",negativo,COVID-19
204,1595247835242438658,"💉💉💉💉💉💀 AHORA - ""Dios te dio dos brazos"" para que te pongas la COVID y la vacuna contra la gripe  dice el Director de Respuesta a la COVID de la Casa Blanca.  @disclosetv https://t.co/ImO9SUoiaz",negativo,Government institutions
205,1595247584410476544,@Salud_Ec @OPSECU @Vice_Ec @Presidencia_Ec @InfanciaEc Acuérdense de ayudar a salvar vidas  y ya dejemos en 2do plano la palabra vacuna  tb existen los niños y adolescentes con cáncer  los mismos que son ignorados por ustedes. Se mueren muchos x falta de medicinas y otros por la falta de atención o de una firma. @apnacc,negativo,COVID-19
206,1595247551036407810,@WaykaPeru Con vacunas con tulio y grafeno  matan niños y jovenes y si eso pasa ni lo registran.Por eso la persecucion de esa vacuna asesina,negativo,COVID-19
207,1595247424502730759,@cap890 @YaradeNaim @DanannOficial @IgualdadLGBT Pero eso no refiere a la del.covid.🤦🤦  no es lo mismo  pfeizer te lo dice pero no  a ver  más fácil? 6 meses después que djokovic fue prohibido en Australia? Siguió siendo obligatoria la vacuna en Australia? Nooo,positivo,COVID-19: Latest news updates from around the world
208,1595247239819296769,@LibertadDoctora x suerte tengo la 5 vacuna vayan a cualquier vacunatorio en PBA q se la dan no importa donde vivan !!! hoy viaje en colectivo lleno total  vidrios cerrados se viene terrible ola  a cuidarse !!!,positivo,COVID-19
209,1595246982238732289,O sea que los que decían que la vacuna era agua  que mataba  que era un engaña muchachos; los que pedían que las vacunas las vendan los privados  los que negaron la pandemia o se opusieron a las medidas ¿esos están acusando a Vizcarra de manejar la pandemia de forma política?,negativo,COVID-19
210,1595246625156665344,@mar96lol @ABCDigital Que tiene que ver la corrupción en esto  acá siempre hubo préstamos y corrupción pero esto del covid y pandemia el mundo sufrió. Acá en USA y Europa y otros países suben los casos. Esto se queda y se vacuna y se reinfectan etc. Hay que completar el esquema y ya,negativo,COVID-19
211,1595246601244741634,@Ledesma_madasS3 @_NicktheFox_ @CdEdFdFpE13 @oOoConservas Estoy de acuerdo con ello porque existe evidencia de que el uso de las mascarillas reducía la probabilidad de infectarse y de infectar a otros  pero con la vacuna no  esta simplemente evitaba que los síntomas desarrollados fueran graves y que pudieran llegar a hospitalizarte.,negativo,COVID-19
212,1595246293047287813,@ep0408984 @friedmanntomas El que nunca fumó que tire la primera piedra. Nunca los vi protestar contra la vacuna del COV,positivo,COVID-19
213,1595246291809869827,@gabrielfojo @ArmandolioMejor El Lole no murió x la vacuna  tenía cáncer hace años. https://t.co/1L0p0R99kt,negativo,COVID-19
214,1595246093108973569,Todo el mundo anda apestoso.  Será por que todos tienen la vacuna ??,negativo,COVID-19
215,1595246037597585408,@orland_71 @ABCDigital Nadie dijo que con la vacuna no se contagien sino que hay menos posibilidad de gravedad siempre se dijo eso y gracias a las vacunas el mundo volvió a se normal. En otros países tan vuelven a subir. Acá en USA y Europa,positivo,COVID-19
216,1595246022707785728,@icecube  rechazó 9 millones de dólares porque no quería recibir la vacuna Covid https://t.co/6nxg56cBYJ,negativo,Hip hop
217,1595245890364706816,Todo el santo día me dejó un dolorsito bien chinga quedito la vacuna de la influenza,negativo,COVID-19
218,1595245696541552640,@Gall_Kemal @_NicktheFox_ @CdEdFdFpE13 @oOoConservas Cierre de negocios no importantes  distanciamiento social  uso de gel anti bacterial  en algunos países no podías salir de tu casa hasta cierta hora de la noche  tener la vacuna contra el covid. Todo esto para evitar un mal mayor y frenar la pandemia,negativo,COVID-19
219,1595245460687667200,La vacuna la vacuna ...  Conspiranoicos by like https://t.co/v1IRmATY9e,negativo,Events
220,1595245420619485185,@JohanLozada26 La vacuna puso mal a más de uno.,negativo,COVID-19
221,1595245393629044736,@Minsa_Peru Ha quedado demostrado que eso no es vacuna.,neutral,COVID-19
222,1595244921765494784,📰 #ComunicadoSalud | ANUNCIAN APLICACIÓN DE SEGUNDA DOSIS DE VACUNA CONTRA COVID-19 PARA NIÑAS Y NIÑOS DE CINCO Y SEIS AÑOS DE EDAD EN Ecatepec.  ✅ Aplican también primera o segunda dosis a rezagados de cinco a 13 años de edad.  📌 Más detalles 👉🏻 https://t.co/OhKYUksbIj https://t.co/5wEkrdLEVa,neutral,COVID-19
223,1595244896662999040,@MalthusGamba @lopezobrador_ Y lo va a tener listo junto con la vacuna del COVID   uupps  o no?,positivo,Mexico political figures
224,1595244718367145985,@elwarpig Esperaba este momento de King Hobo. Ha sido un gran show pero quería ver con que vacuna me sorprendías. Por ahí dile a la #salvationarmy que tiene miembros de Clutch  te pregunto  cómo es que estamos ciegos? #salvameradio,positivo,The Salvation Army
225,1595244259866775553,@ejdecena La mejor vacuna es la disciplina! La loquera gringa los lleva a récord mundial de contagiosas t y decesos más la ausencia de sanidad pública! Iden brasil y neoliberales sionistas!globalistas pues!,positivo,COVID-19
226,1595243910938644480,@jassnews1 @cap890 @DanannOficial @IgualdadLGBT Va digo ay alguna vacuna que le hizo algo a alguien?,neutral,COVID-19
227,1595243910200459265,@juancristonomo Que haga lo que quiera!!!!! Es un funcionario de la FIFA Y AMA EL FÚTBOL. Vacuna contra la envidia!!!!!,positivo,COVID-19
228,1595243890675621888,@cap890 @DanannOficial @IgualdadLGBT Sos demasiado pelotudo  los propios laboratorios dijeron que estar vacunados NO previene que contagies .si la persona que está con vos está vacunada o no te.puede contagiar igual  la.vacuna.solo.hace que VOS no te enfermed NABO,negativo,COVID-19
229,1595243879409848322,Las vacunas salvan vidas y nos cuidan y protegen  vacuna a tus niños y niñas  vacunarlos es un acto de amor para con ellos y para con todos y todas. Quedan pocos días y están disponibles las vacunas en todo el país. La salud es nuestra bandera 🇦🇷 #PrimeroLaGente https://t.co/RIw4iaGreU,positivo,COVID-19
230,1595243837978726400,Anuncian aplicación de segunda dosis de #vacuna contra #COVID19 para niñas y niños de cinco y seis años en #Ecatepec.  Aplican también primera o segunda dosis a rezagados de cinco a 13 años. https://t.co/Bma6Ctqz1z,neutral,COVID-19
231,1595243622089244676,@zoerobledo @Tu_IMSS Deben de checar sus procesos de vacunación de VPH en Tlaxcala suspendieron por la pandemia la vacuna y solo la colocan en escuelas particulares cuando va uno a la clínica resulta que nunca tienen y no me dan la vacuna para mí hija por qué ya tiene 17 es esto posible,negativo,COVID-19
232,1595243577034084354,@elmundoes Y la vacuna hubiera agravado el problema.,negativo,COVID-19
233,1595243245046566912,Mis gordos con fiebre por la vacuna 😭,negativo,COVID-19
234,1595243222233763906,@jassnews1 @cap890 @DanannOficial @IgualdadLGBT No me digas que sos Anti vacuna 🤣,positivo,COVID-19
235,1595243088343187456,@ecojosejimenez @JonatoBTC @HenkelGarcia También seguimos dando descendencia y también dormimos. Por eso me voy a dormir  porque la Vacuna tampoco me dió insomnio.,neutral,COVID-19
236,1595243087118405639,@ejdecena Salve decena!los venezolanos que solo llegamos a 5mil decesos y los chinos con miles de millones hasta hace 2 meses con 27mil decesos!la única vacuna de virus atenuados! El resto hasta las cubanas de ARN mensajero que afectará el adn humano!veremos!,positivo,COVID-19: Latest news updates from around the world
237,1595242935209308160,no sabía que saber el 4 4 2 era descubrir la vacuna contra los PELOTUDOS https://t.co/JwExFY2sAj,neutral,Events
238,1595242934970077185,Uno no puede ir a ponerse la vacuna de la #influenza porque sale con todo y #papanicolau 😮‍💨🙄 https://t.co/0wHrOxVzBs,neutral,COVID-19
239,1595242904745828352,@condor_argento @A24COM Ponte una dosis más de la vacuna mortal covid19 para que pruebes que tal sabe el infarto fulminante #repentinitis,positivo,COVID-19
240,1595242776785977344,Los ka son bichos oriundos d Argenzuela..Te pican como arañas d rincón.OJO Q NO HAY VACUNA!!!,negativo,COVID-19
241,1595242476205391873,@Tantallosd @JohnPretel @RoxanaAC @Noktambuleante @Minsa_Peru oe imbecil no ves que su hermana murio por la Vacuna Experimental o acaso esta hablando sin pruebas eres tan borrego que te muestran las pruebas y igual no crees pero que puedo esperar de alguien que cree que el gobierno se preocupa por tu salud xd esto tambien es mentira xd https://t.co/O8wjjgGu88,negativo,COVID-19
242,1595242422384181249,Mientras algunos aplaudían la cárcel a un tenista con una vacuna no homologada por occidente probablemente los mismos exigen imponer campañas sobre temas sensibles totalmente alejadas del objetivo del fútbol en un país NO occidental.  🤔,negativo,COVID-19
243,1595242259951280128,@Minsa_Peru Definitivamente en Perú hace falta más cultura científica.Comenzó la pandemia:no sabían qué era una vacuna y los tipos que hay  la diferencia entre virus y bacterias qué era un ensayo clínico  una PCR y sus variantes  grupo control etc. Pero creen saber de genética y virus.Irreal,positivo,COVID-19
244,1595242236341817345,@IngridTirado9 @Minsa_Peru @PoliciaPeru 2 premios Nobel dijeron que era una farsa esa vacuna … y los vacunados varios fallecieron…creo que ya no se puede tapar el sol con un dedo.,negativo,Nobel Prize
245,1595242102228656128,@cap890 @jassnews1 @DanannOficial @IgualdadLGBT Si la vacuna si funciona cualquier enfermo sea comunista  liberal  socialista  social democráta E.T.C ya Q se tiene que usar el sentido común y punto.,neutral,COVID-19
246,1595241792135663616,@ALE_SA29 @jpcarrion1 @chokosoda @Minsa_Peru Eres tan imbecil que escribes sin pruebas muestrame un video de un medio peruano de canal 5 latina o el 4 donde hablen de esto lo que pasa que no aceptas que te engañaron y encima te metieron una vacuna experimental https://t.co/1cIUNprwzx,negativo,COVID-19
247,1595241679455330305,📢 Este miércoles 23 de noviembre de 2022  continúa la aplicación de 1a y 2a dosis de la vacuna contra COVID-19 #Pfizer para •niñas y niños de 5 a 11 años• en estas unidades médicas de @MorelosSalud y @HnmMorelos  ¡Acude a la más cercana! •Consulta los requisitos https://t.co/vmZtYRiOHK,neutral,Pfizer
248,1595241577554714625,Pensando como poder incluir en cualquier conversación el hecho de q yo tengo mi 4 dosis de vacuna,neutral,COVID-19
249,1595241571313762308,@Gall_Kemal @_NicktheFox_ @CdEdFdFpE13 @oOoConservas El objetivo de las vacunas era reducir los síntomas de la enfermedad. Por eso las reglas en las que todas las naciones se pusieron de acuerdo para reducir el número de contagios  otra cosa  al tenista no solo se opuso a la vacuna y mintió,positivo,COVID-19
250,1595241489583558662,"El plan estaba  ya  diseñado  hace 22 años...y ahora que lo están consiguiendo implantar gracias a la ""vacuna""  van a parar? NO https://t.co/JPGt7odICP",positivo,COVID-19
251,1595241216375132160,Tengo como tres meses con gripe  alguien sabe si el chip de la vacuna actualiza el sistema inmunológico?,negativo,COVID-19
252,1595241102658965505,@SectorSalud Los de Chapinero  Usaquen  Teusaquillo y Barrios Unidos? O solo al Sur y al occidente se vacuna la gente?,neutral,COVID-19
253,1595241027446931458,@TarekWiliamSaab que horror que esta pasando Dios  seran efectos de la vacuna se desataron los demonios,negativo,COVID-19
254,1595240970957701121,¿Quién introdujo en México la vacunación contra la viruela y cuál es el nombre de la vacuna mexicana contra el #COVID-19? Este y otros datos sobre vacuna en #Nocaut 🥊💉  Disponible en @TvMigrante a través de la #app de @MxPlayTV👉https://t.co/Ao5Fb56e5F https://t.co/6OPHqOC4t2,neutral,COVID-19
255,1595240756905922562,@crebosio95 Estos ociosos de hecho son pagados por la mafia fujiaprista 🤬🤬🤬 estamos aún en pandemia y sino se ponen la vacuna pueden morir 😔😔😔,neutral,COVID-19
256,1595240736181846016,¡Atención papás! 💉 || Del 28 al 30 de noviembre se aplicará la segunda dosis de la vacuna contra #COVID19 a niñas y niños de 5 y 6 años de edad en #Ecatepec.👇    #AgenciaMxNoticias  https://t.co/SqIdoe2o6s,neutral,COVID-19
257,1595240719060434944,Vacuna contra viruela del mono ofrece protección del 78%  según estudio.  👇  https://t.co/NsIqnLhgd1 https://t.co/NZzztNLSDx,neutral,COVID-19
258,1595240545395396608,💬💉Después de tanta expectativa sobre el lanzamiento de la #vacuna #Patria contra #Covid19  el presidente ha señalado en conferencia que se dará mayor información sobre el biológico el martes 29 de este mes. #DebajoLaNota 👇🏼  https://t.co/rxtVrAdBSI,neutral,COVID-19
259,1595240540718747649,@JesusMartinMx Buena noche  la vacuna de VPH se aplicará únicamente en las escuelas de CDMX?? Hay fechas para el EDOMEX?? GRACIAS,positivo,COVID-19
260,1595240363635212288,Número de casos de influenza a la alza  la mayoría sin dosis de la vacuna existente  porque tanta apatía . Existiendo la vacuna !!!,negativo,COVID-19
261,1595240295951638529,@Devi97101665 El que se vacuna a esta altura de los acontecimientos es muy pero muy pelotudo merece lo que le ocurra,negativo,COVID-19
262,1595240265945698307,@diegoskerljj @Maite31410112 @radiomitre Y según vos porque sería la vacuna? O sea que antes nadie se moría por problemas respiratorios? Te comiste el amarillismo político🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️,negativo,COVID-19
263,1595239757197373440,@gastonedul No hay tiempo. Llegas mal anímicamente al siguiente partido. Argentina que carece de personalidad. Le falta Hambre garra e individualidades. Si tus 3 figuras no están concentradas se convierte predecible y sin variantes. Si por milagro pasamos de ronda. Francia nos vacuna. https://t.co/H1DZcRVegL,negativo,COVID-19
264,1595239726335795200,ANUNCIAN APLICACIÓN DE SEGUNDA DOSIS DE VACUNA CONTRA COVID-19 PARA NIÑAS Y NIÑOS DE 5 Y 6 AÑOS DE EDAD EN ECATEPEC • Aplican también primera o segunda dosis a rezagados de cinco a 13 años de edad • Pueden consultar sedes y horarios en el sitio web https://t.co/U2qCIs8bkU https://t.co/yMOpUBpLWk,neutral,COVID-19
265,1595239402753622017,@_NicktheFox_ @CdEdFdFpE13 @oOoConservas Era la decisión del tipo inocularse o no y la vacuna al no prevenir el contagio propio y el del resto  no proveía un motivo real por el cual limitar mucha de las funciones civiles de las personas por ejemplo trabajar  entrar a centros comerciales  ser atendido en un +,negativo,COVID-19
266,1595239126583885826,"#Fauci: ""Mi mensaje final... obtén tu vacuna #COVID19 actualizada"".   https://t.co/LaK97sDYAj",neutral,COVID-19
267,1595238806168510464,@CNNEE 22 estados instan al gobierno de Biden a derogar mandato de vacuna COVID para trabajadores de la salud https://t.co/WljtggVZQT vía @EpochTimesEs,neutral,COVID-19
268,1595238668058460161,@juancar14037103 @CNNEE Trombocitopenia trombotica inducida por vacunas COVID-19 https://t.co/B1kP9bPm1H vía @EpochTimesEs,neutral,COVID-19
269,1595238619069173761,@CNNEE Trombocitopenia trombotica inducida por vacunas COVID-19 https://t.co/B1kP9bPTRf vía @EpochTimesEs,neutral,COVID-19
270,1595238574819274752,@CNNEE 1 de cada 35 personas sufren daño cardiaco tras tercera vacuna https://t.co/cSR4uS9gEM vía @epochtimes,negativo,COVID-19
271,1595238564090073088,@juancar14037103 @CNNEE 1 de cada 35 personas sufren daño cardiaco tras tercera vacuna https://t.co/cSR4uS8IPe vía @epochtimes,negativo,COVID-19
272,1595238485593661440,@sexyflabia @VictorNillo7 Disfrute su fiebre  seguramente el virus es mejor que la vacuna 😙.,positivo,COVID-19
273,1595238397857202178,"@meiermq Yo conozco y se de médicos que hasta la 2da nomas aguantaron la imposición. Pasaron de ser waripoleros de la vacuna a sigilosos antivacunas  ""salvo que me muestren evidencia científica""",neutral,COVID-19
274,1595238235030134790,@gilfaburgstalle Y para que vacuna si ya en la UE reconocieron que la vacuna fracaso,negativo,COVID-19
